Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Cluster,PCA1,PCA2,Segment_Name
7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,24,2756,0,1,0,0,0,1,0,0,0,0,72,22,0,3,-2.6884005861421385,0.9953685595302589,High Potential Customers
41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,52,2560,0,0,0,1,0,0,0,1,0,0,42,29,0,3,-2.766455382235505,0.09673744098801604,High Potential Customers
72550.0,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,66,2757,0,1,0,0,0,0,0,0,0,1,1281,1243,0,0,2.024642409441964,3.535211037053934,Budget Customers
65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,63,2207,0,0,0,0,1,0,0,1,0,0,493,479,0,2,0.7769018536375935,-1.68065252386946,Regular Customers
79143.0,0,0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,56,2846,0,1,0,0,0,0,0,0,1,0,1661,1629,0,1,5.066313431057789,0.06260538723463287,Premium Customers
35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,43,2702,0,0,1,0,0,0,0,1,0,0,69,66,0,3,-2.433161454300969,0.05859712731133284,High Potential Customers
82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,43,2181,1,0,0,0,0,0,0,1,0,0,1376,1135,2,1,5.045395118346942,-1.883345137269534,Premium Customers
66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,42,2541,0,1,0,0,0,0,0,1,0,0,497,388,0,0,0.5428166834300203,1.395143373670801,Budget Customers
82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,65,2746,0,0,0,1,0,0,0,0,1,0,1767,1577,1,1,6.3219503420936265,-0.19379186811764249,Premium Customers
70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,54,2612,1,0,0,0,0,0,0,1,0,0,1053,1013,0,1,3.120029913716776,-0.8516458964873402,Premium Customers
27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,32,2221,0,0,1,0,0,0,0,1,0,0,24,19,0,3,-2.5344000556442685,-2.148444490713091,High Potential Customers
55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,52,2277,0,1,0,0,0,0,0,0,0,1,475,432,0,0,-0.5821516525167404,0.8601391180050805,Budget Customers
75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,38,2519,0,0,1,0,0,0,0,0,1,0,1358,1278,2,1,3.142421945650907,-1.1206877269179631,Premium Customers
66653.0,1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,45,2819,0,0,0,1,0,0,0,1,0,0,606,600,0,2,0.6198461550931267,0.9367624679617336,Regular Customers
61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,68,2655,0,0,1,0,0,0,0,1,0,0,715,546,0,0,1.2459009721009884,2.565010779362421,Budget Customers
67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,69,2542,0,0,0,0,1,0,0,0,0,1,600,594,0,2,0.28400469326644845,0.43497437542301937,Regular Customers
70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,72,2364,0,0,0,1,0,0,0,1,0,0,1046,1016,0,1,2.4899465090191018,-0.960971547124118,Premium Customers
25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,49,2563,0,1,0,0,0,0,0,1,0,0,19,4,0,3,-2.76099602537265,-0.5477378081685256,High Potential Customers
32474.0,1,1,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,53,2208,0,0,0,1,0,0,0,1,0,0,11,11,0,3,-2.9811701759202425,-1.416537102372586,High Potential Customers
88194.0,0,1,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,41,2261,0,0,1,0,0,1,0,0,0,0,1236,1198,2,1,3.959819895890044,-0.1901200697111959,Premium Customers
69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,62,2434,0,0,0,1,0,0,0,1,0,0,544,435,0,2,1.3933541857255751,-0.4453844476113933,Regular Customers
74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,50,2606,0,0,0,1,0,0,0,1,0,0,1489,1416,0,2,2.358809340092112,1.3316298145540488,Regular Customers
66991.0,0,0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,66,2815,0,1,0,0,0,0,0,0,1,0,1241,1229,0,1,3.152755704498322,0.032266864988277064,Premium Customers
65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,61,2628,0,1,0,0,0,0,0,1,0,0,777,691,0,2,2.530846977974827,1.9401588157544232,Regular Customers
60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,45,2609,0,1,0,0,0,0,0,0,0,1,642,623,1,0,-0.005335877358080955,2.3176895115934664,Budget Customers
28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,68,2219,0,1,0,0,0,0,0,1,0,0,56,47,0,3,-1.826080798849319,-1.911747559480744,High Potential Customers
40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,43,2716,1,0,0,0,0,0,0,1,0,0,12,11,0,3,-2.6528919302533454,-0.5077343482742259,High Potential Customers
75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,48,2830,0,1,0,0,0,0,0,0,1,0,1872,1854,0,1,4.026070296950763,0.11467229588153652,Premium Customers
75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,44,2784,0,0,1,0,0,0,0,1,0,0,2158,2107,1,1,5.659578712116405,-0.5012193103288739,Premium Customers
26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,44,2457,0,0,0,1,0,1,0,0,0,0,9,0,0,3,-2.615993506409796,-1.6939621965324194,High Potential Customers
56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,55,2702,0,0,0,1,0,0,0,1,0,0,641,590,1,0,-0.02302971517771014,2.151934322017249,Budget Customers
29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,35,2828,0,0,1,0,0,0,0,1,0,0,148,131,0,3,-2.276184433809726,1.369531932604788,High Potential Customers
26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,51,2530,0,1,0,0,0,0,0,1,0,0,12,8,0,3,-2.9813858475799386,-0.6750589528508714,High Potential Customers
23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,47,2520,0,1,0,0,0,1,0,0,0,0,56,33,0,3,-2.6335468265425037,0.3016555107160037,High Potential Customers
81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,33,2283,1,0,0,0,0,0,0,1,0,0,702,626,0,1,2.8071030174640175,-1.964099022214166,Premium Customers
29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,60,2481,0,1,0,0,0,0,0,1,0,0,53,50,0,3,-2.560812820268147,-0.3298525036613896,High Potential Customers
36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,50,2507,0,1,0,0,0,0,0,0,1,0,146,141,1,3,-2.25889685321462,0.8878587509042968,High Potential Customers
50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,63,2191,0,0,1,0,0,0,0,1,0,0,338,304,2,0,-1.1256084212590867,0.5819581760136034,Budget Customers
79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,47,2207,0,1,0,0,0,0,0,1,0,0,1221,1076,1,1,4.006632494707062,-1.8335098802160474,Premium Customers
54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,53,2318,0,0,0,1,0,0,0,1,0,0,187,180,0,3,-1.1393817963470487,-1.7480419199620665,High Potential Customers
42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,48,2257,0,0,1,0,0,0,0,0,1,0,28,24,0,3,-2.6694194360155,-1.2860853186638876,High Potential Customers
23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,50,2195,0,1,0,0,0,0,0,0,0,1,43,43,0,3,-2.5499278913408525,-0.8214434075299348,High Potential Customers
30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,37,2197,0,1,0,0,0,0,0,1,0,0,36,27,0,3,-2.662703868969414,-1.5583371303620888,High Potential Customers
47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,60,2743,0,0,0,0,1,0,0,1,0,0,531,456,1,0,-0.13368261067167714,2.4343867704755517,Budget Customers
51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,48,2603,1,0,0,0,0,0,0,1,0,0,61,59,0,3,-2.3428091405375855,-0.09517806959704497,High Potential Customers
78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,69,2369,0,1,0,0,0,1,0,0,0,0,755,532,1,2,3.1766084845651164,-0.46878914268025096,Regular Customers
50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,37,2533,0,1,0,0,0,0,0,0,0,1,399,388,0,2,0.027642523067233603,-0.42050927934722715,Regular Customers
47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,60,2500,0,0,1,0,0,1,0,0,0,0,62,52,0,3,-2.43367552333373,-0.03908218302379884,High Potential Customers
34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,61,2250,0,0,1,0,0,0,0,0,0,1,50,45,0,3,-2.545640817971202,-0.903843065141531,High Potential Customers
85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,41,2594,0,0,0,1,0,0,0,1,0,0,1058,947,0,1,4.763646295076768,0.15752111101433244,Premium Customers
65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,75,2567,0,1,0,0,0,0,0,0,0,1,1039,958,0,2,2.2456355759964044,-0.05733086826759943,Regular Customers
87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,61,2211,0,1,0,0,0,0,0,1,0,0,1059,1021,0,1,3.1575279163649417,-2.494382723882522,Premium Customers
24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,41,2360,0,0,0,1,0,0,1,0,0,0,20,11,0,3,-2.7258305909597227,-1.3988491414135245,High Potential Customers
49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,56,2437,0,1,0,0,0,0,0,1,0,0,180,173,0,3,-1.849310851053312,0.5652632967126611,High Potential Customers
52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,51,2671,0,1,0,0,0,0,0,1,0,0,845,780,0,2,2.3932658624164267,1.0806681194182703,Regular Customers
38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,42,2716,0,0,1,0,0,0,0,1,0,0,118,91,0,3,-2.1306935527851705,0.3599939020923168,High Potential Customers
89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,60,2728,0,1,0,0,0,0,0,0,1,0,807,764,0,1,2.3735885533797942,-0.7807948814725951,Premium Customers
77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,41,2398,0,0,0,1,0,0,0,1,0,0,890,811,0,2,2.8000202148900084,-0.8338011629979974,Regular Customers
68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,29,2755,0,0,1,0,0,0,0,0,0,1,1734,1648,1,2,2.2385509520323637,1.6863593377458346,Regular Customers
57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,57,2163,0,0,0,1,0,0,0,0,1,0,548,488,1,0,-0.22578522978247131,0.6179926775128423,Budget Customers
86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,29,2702,0,0,1,0,0,0,0,1,0,0,708,686,2,2,1.990047298632308,-0.11780533211530035,Regular Customers
43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,40,2723,0,1,0,0,0,0,0,0,0,1,479,407,0,0,-0.5461130805891383,2.109703341251044,Budget Customers
50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,58,2451,0,0,1,0,0,0,0,1,0,0,87,60,0,3,-1.9839842872194147,-0.447880905299095,High Potential Customers
90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,50,2315,0,1,0,0,0,0,0,1,0,0,1691,1658,2,1,4.5766333735623075,-2.7440493423171075,Premium Customers
36550.0,1,0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,42,2654,0,1,0,0,0,1,0,0,0,0,457,337,0,0,0.7158370370080934,2.0676665949108366,Budget Customers
30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,53,2512,0,0,0,1,0,1,0,0,0,0,51,21,0,3,-2.26669626840823,-0.6176758594062501,High Potential Customers
21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,51,2386,0,0,0,1,0,0,0,1,0,0,30,27,0,3,-2.7187672953488016,-0.7136189502960109,High Potential Customers
56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,67,2533,0,0,0,1,0,0,0,0,1,0,612,564,0,2,1.1619180399257396,0.7454322161959684,Regular Customers
32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,53,2284,0,0,1,0,0,0,0,0,1,0,70,60,0,3,-2.3381241931140195,-0.7954468727935549,High Potential Customers
19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,35,2457,0,1,0,0,0,0,0,0,1,0,23,16,0,3,-3.0668781982377213,-0.5758928503171833,High Potential Customers
30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,44,2592,1,0,0,0,0,0,0,1,0,0,41,39,0,3,-2.753806234552828,-0.5297606234270523,High Potential Customers
101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,37,2633,0,0,1,0,0,0,0,1,0,0,967,799,3,1,3.931995352323664,-0.11557869204164846,Premium Customers
71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,55,2655,0,0,0,1,0,1,0,0,0,0,387,215,0,2,1.2876316697189252,-0.3202669546016677,Regular Customers
79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,36,2593,0,0,1,0,0,0,0,1,0,0,1707,1491,0,1,5.08449843599567,-1.4586237432071778,Premium Customers
54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,67,2180,0,1,0,0,0,0,0,0,1,0,86,82,0,3,-2.07457082306198,-1.0162529339981234,High Potential Customers
77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,64,2209,0,0,0,1,0,0,0,0,0,1,649,637,0,2,0.8264638907795355,0.1554901401576741,Regular Customers
62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,68,2431,0,1,0,0,0,0,0,1,0,0,405,347,0,0,0.7865576998270003,0.4300295198193248,Budget Customers
61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,62,2635,0,0,1,0,0,0,0,0,1,0,591,550,0,0,-0.14352116557952455,2.940665007276275,Budget Customers
73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,51,2298,0,1,0,0,0,0,0,1,0,0,595,465,0,2,1.7959529298593568,-0.6440493982391025,Regular Customers
41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,56,2478,0,1,0,0,0,0,0,0,0,1,256,233,0,0,-1.7306134430190416,1.4638556134441039,Budget Customers
62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,53,2628,0,0,0,1,0,0,0,0,0,1,1482,1482,1,2,2.8430319039478773,-0.34306125783647107,Regular Customers
9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,44,2849,1,0,0,0,0,0,1,0,0,0,20,11,0,3,-3.143253929501612,0.5600210522446093,High Potential Customers
33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,61,2516,0,1,0,0,0,0,0,0,0,1,90,74,0,3,-2.4461117115655466,0.36410854251765523,High Potential Customers
